Penalty Year,Agency Short,Action Type,Agency,Level of Government,Penalty Amount Adjusted For Eliminating Multiple Counting,Parent Short,Case ID,Civil/Criminal,Company,Court,Current Parent Company,Current Parent HQ Country,Current Parent HQ State,Current Parent ISIN,Current Parent Major Industry,Current Parent Ownership Structure,Current Parent Specific Industry,Current Parent Stock Ticker,Description,Facility Address,Facility City,Facility County,Facility Name,Facility State,Facility Zip,Info Source,Lawsuit Resolution,NAICS Code,NAICS Translation,Notes,Offense Group,Original System ID,PACER Link,Parent at the Time of the Penalty Announcement,Penalty Amount,Penalty Amount Adjusted For Eliminating Multiple Counting (Primary Offense),Penalty Date,Primary Offense,Private Litigation Case Title,Prosecution Agreement,Recap of Ownership Changes,Secondary Offense,Subtraction From Penalty Amount to Avoid Double Counting
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,225000000,Sun Life,,civil,Massachusetts Financial Services Co.,,Sun Life Financial,Canada,,CA8667961053,financial services,publicly traded,life insurance,,Massachusetts Financial Services Co. agreed to pay $225 million to settle allegations that it violated federal securities laws by allowing widespread market timing trading in certain of its mutual funds in contravention of those funds' public disclosures.,,,,,,,https://www.sec.gov/news/press/2004-14.htm,,,,,financial offenses,,,Sun Life Financial,225000000,80991516314,2/5/2004,investor protection violation,,,,securities issuance or trading violation,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,50000000,Sun Life,,civil,Massachusetts Financial Services Company,,Sun Life Financial,Canada,,CA8667961053,financial services,publicly traded,life insurance,,Massachusetts Financial Services Company agreed to pay $50 million to settle allegations that it failed to adequately disclose the specifics of its shelf-space arrangements with brokerage firms and the conflicts created by those arrangements.,,,,,,,https://www.sec.gov/news/press/2004-44.htm,,,,,financial offenses,,,Sun Life Financial,50000000,80991516314,3/31/2004,investor protection violation,,,,securities issuance or trading violation,0
2004,FINCEN/OFAC,agency action,Office of Foreign Assets Control,federal,10400,BNYM,,civil,Mellon Bank N.A.,,Bank of New York Mellon,USA,New York,US0640581007,financial services,publicly traded,banking,BK,,,,,,,,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02062004.pdf,,,,,financial offenses,,,Mellon Financial Corp.,10400,19279605947,2/4/2004,economic sanction violation,,,In 2007 Bank of New York merged with Mellon Financial Corp. to form Bank of New York Mellon,,0
2004,FINCEN/OFAC,agency action,Office of Foreign Assets Control,federal,22904,BofA,,civil,"Merrill Lynch, Pierce, Fenner & Smith, Inc",,Bank of America,USA,North Carolina,US0605051046,financial services,publicly traded,banking,NYSE: BAC,,,,,,,,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/07022004.pdf,,,,,financial offenses,,,Merrill Lynch,22904,19279605947,7/2/2004,economic sanction violation,,,Bank of America acquired Merrill Lynch in 2009,,0
2004,State,agency action,Pennsylvania Department of Environmental Protection,state,20000,GS,,civil,SYNAGRO CTL LLC,,Goldman Sachs,USA,New York,US38141G1040,financial services,publicly traded,banking & securities,NYSE: GS,,,,York,,Pennsylvania,,"Contained in data received from the agency on February 25, 2021 in response to an open records request. The data -- which in some cases merged penalty amounts from multiple violations --was a spreadsheet version of information contained in individual case documents that can be retrieved at https://www.ahs.dep.pa.gov/eFACTSWeb/default.aspx",,,,,environment-related offenses,,,Synagro,20000,332719211,4/8/2004,environmental violation,,,"In 2013 Synagro was purchased by EQT, which sold it to an affiliate of Goldman Sachs in 2020",,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,875000,Raymond James,,civil,"Morgan Keegan & Co., Inc.",,Raymond James Financial,USA,Florida,US7547301090,financial services,publicly traded,financial services,RJF,"The SEC announced settled enforcement actions against seven broker-dealers for failing to disclose they had received payments for providing research coverage of certain public companies, in violation of Section 17(b) of the Securities Act of 1933.",,,,,,,https://www.sec.gov/news/press/2004-117.htm,,,,,financial offenses,,,Regions Financial,875000,80991516314,8/25/2004,investor protection violation,,,Raymond James Financial acquired Morgan Keegan & Company in 2012,,0
2004,Other Federal,agency action,Equal Employment Opportunity Commission,federal,54000000,MS,,civil,Morgan Stanley,,Morgan Stanley,USA,New York,US6174464486,financial services,publicly traded,financial services,MS,The U.S. Equal Employment Opportunity Commission and Morgan Stanley announced a $54 million settlement of a sex discrimination lawsuit under Title VII of the 1964 Civil Rights Act filed on behalf of a class of female officers and women eligible for officer promotion in the firm's Institutional Equity Division.,,,,,,,https://www.eeoc.gov/eeoc/newsroom/release/archive/7-12-04.html,,,,,employment-related offenses,,,Morgan Stanley,54000000,758892309,7/12/2004,employment discrimination,,,,gender discrimination,0
2004,Other Federal,agency action,Labor Department Wage and Hour Division,federal,6150,PNC,1381609,civil,"National City Mortgage, Co.",,PNC Financial Services,USA,Pennsylvania,US6934751057,financial services,publicly traded,banking,PNC,,,Grandville,,,Michigan,49418,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,522310,522310: Mortgage and Nonmortgage Loan Brokers,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",employment-related offenses,1381609,,National City Corp.,6150,2104313918,11/15/2004,wage and hour violation,,,PNC Financial Services acquired National City in 2008,Fair Labor Standards Act,0
2004,FDIC,agency action,Federal Deposit Insurance Corporation,federal,8000,New York Community Bancorp,FDIC-04-147k,civil,NEW YORK COMMUNITY BANK,,New York Community Bancorp,USA,New York,US6494451031,financial services,publicly traded,banking,NYCB,,,Westbury,,,New York,,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5yvAAC?operationContext=S1,,,,,financial offenses,,,New York Community Bancorp,8000,21150215267,8/18/2004,banking violation,,,,,0
2004,OCC,agency action,Office of the Comptroller of the Currency,federal,12500,Old National Bancorp,,civil,Old National Bank,,Old National Bancorp,USA,Indiana,US6800331075,financial services,publicly traded,banking,ONB,,,Evansville,,,Indiana,,https://www.occ.gov/static/enforcement-actions/ea2004-106.pdf,,,,,financial offenses,,,Old National Bancorp,12500,21150215267,9/1/2004,banking violation,,,,,0
2004,OCC,agency action,Office of the Comptroller of the Currency,federal,7500,Old National Bancorp,AA-EC-04-78,civil,Old National Bank,,Old National Bancorp,USA,Indiana,US6800331075,financial services,publicly traded,banking,ONB,,,Evansville,,,Indiana,,https://www.occ.gov/static/enforcement-actions/ea2004-107.pdf,,,,,financial offenses,,,Old National Bancorp,7500,21150215267,9/1/2004,banking violation,,,,,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,50000000,Allianz,,civil,"PA Fund Management LLC, PEA Capital LLC and PA Distributors LLC",,Allianz,Germany,,DE0008404005,financial services,publicly traded,insurance,,"PA Fund Management LLC, PEA Capital LLC, and PA Distributors LLC agreed to pay $50 million to settle allegations that they defrauded investors in the PIMCO Funds: Multi-Manager Series in connection with an undisclosed market timing arrangement.",,,,,,,https://www.sec.gov/news/press/2004-127.htm,,,,,financial offenses,,,Allianz,50000000,80991516314,9/13/2004,investor protection violation,,,,,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,11600000,Allianz,,civil,"PA Fund Management LLC, PEA Capital LLC and PA Distributors LLC",,Allianz,Germany,,DE0008404005,financial services,publicly traded,insurance,,"The investment adviser, sub-adviser, and principal underwriter and distributor for the PIMCO Funds Multi-Manager Series funds agreed to pay $11.6 million to settle allegations that they failed to disclose to the PIMCO MMS Funds' Board of Trustees and shareholders material facts and conflicts of interest that arose from their use of shelf space arrangements with selected broker-dealers.",,,,,,,https://www.sec.gov/news/press/2004-130.htm,,,,,financial offenses,,,Allianz,11600000,80991516314,9/15/2004,investor protection violation,,,,,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,375000,Prudential,,civil,"Prudential Equity Group, LLC f/k/a Prudential Securities Inc.",,Prudential Financial,USA,New Jersey,US7443201022,financial services,publicly traded,insurance,PRU,"The SEC announced settled enforcement actions against seven broker-dealers for failing to disclose they had received payments for providing research coverage of certain public companies, in violation of Section 17(b) of the Securities Act of 1933.",,,,,,,https://www.sec.gov/news/press/2004-117.htm,,,,,financial offenses,,,Prudential Financial,375000,80991516314,8/25/2004,investor protection violation,,,,,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,2595129,Raymond James,,civil,"Raymond James Financial Services, Inc.",,Raymond James Financial,USA,Florida,US7547301090,financial services,publicly traded,financial services,RJF,The SEC announced enforcement and disciplinary actions against a total of 15 firms for failure to deliver mutual fund breakpoint discounts during 2001 and 2002.,,,,,,,https://www.sec.gov/news/press/2004-17.htm,,,,,financial offenses,,,Raymond James Financial,2595129,80991516314,2/12/2004,investor protection violation,,,,securities issuance or trading violation,0
2004,OCC,agency action,Office of the Comptroller of the Currency,federal,25000000,PNC,AA-EC-04-55,civil,Riggs Bank National Association,,PNC Financial Services,USA,Pennsylvania,US6934751057,financial services,publicly traded,banking,PNC,,,Mclean,,,Virginia,,https://www.occ.gov/static/enforcement-actions/ea2004-44.pdf,,,,,financial offenses,,,Riggs National Corp.,25000000,10597895790,5/13/2004,anti-money-laundering deficiencies,,,"PNC Financial Services acquired Riggs National, parent of Riggs Bank, in 2005",banking violation,0
2004,FINCEN/OFAC,agency action,Office of Foreign Assets Control,federal,7811,Western Union,,civil,"Ruesch International, Inc.",,Western Union,USA,Colorado,US9598021098,financial services,publicly traded,financial services,WU,,,,,,,,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/03052004.pdf,,,,,financial offenses,,,Ruesch International,7811,19279605947,3/5/2004,economic sanction violation,,,"Welsh Carson Anderson & Stowe acquired Ruesch later in 2004. Travelex acquired Ruesch in 2007, and it became part of the Travelex Global Business Payments division acquired by Western Union in 2011.",,0
2004,FINCEN/OFAC,agency action,Office of Foreign Assets Control,federal,20000,Santander,,civil,Santander Bank & Trust (Bahamas) Ltd,,Banco Santander,Spain,,ES0113900J37,financial services,publicly traded,banking,SAN,,,,,,,,https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/12032004.pdf,,,,,financial offenses,,,Banco Santander,20000,19279605947,12/3/2004,economic sanction violation,,,,,0
2004,Other Federal,agency action,Labor Department Wage and Hour Division,federal,62895,Santander,1341188,civil,Santander Mortgage Corporation,,Banco Santander,Spain,,ES0113900J37,financial services,publicly traded,banking,SAN,,,Hato Rey,,,Puerto Rico,,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,522310,522310: Mortgage and Nonmortgage Loan Brokers,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",employment-related offenses,1341188,,Banco Santander,62895,2104313918,6/19/2004,wage and hour violation,,,,Fair Labor Standards Act,0
2004,Other Federal,agency action,Labor Department Wage and Hour Division,federal,46524,Sentry Insurance,1371753,civil,Sentry Insurance a Mutual Company,,Sentry Insurance,USA,Wisconsin,,financial services,mutual,insurance,,,,Stevens Point,,,Wisconsin,54481,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,5241,5241: Insurance Carriers,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",employment-related offenses,1371753,,Sentry Insurance,46524,2104313918,5/15/2004,wage and hour violation,,,,Fair Labor Standards Act,0
2004,SEC/FINRA,agency action,Securities and Exchange Commission,federal,125000,TD,,civil,"SG Cowen & Co., LLC f/k/a SG Cowen Securities Corporation",,Toronto-Dominion Bank,Canada,,CA8911605092,financial services,publicly traded,banking,TD,"The SEC announced settled enforcement actions against seven broker-dealers for failing to disclose they had received payments for providing research coverage of certain public companies, in violation of Section 17(b) of the Securities Act of 1933.",,,,,,,https://www.sec.gov/news/press/2004-117.htm,,,,,financial offenses,,,Societe Generale,125000,80991516314,8/25/2004,investor protection violation,,,Cowen was spun off from Societe Generale in 2006. Toronto-Dominion bought Cowen in 2023.,,0
